period_end,Revenue,OperatingIncome,Operating_Margin,price_at_period_end,shares_outstanding,market_cap,KBrand,Opex_Ratio,Selected_Margin,Benchmark_Margin,s_baseline_value,S_Surplus,s_total,V_Prod_base,K_Pi_prime,E_star,E_0,E_1,E_2,E_3,K_Pi_prime_lag,R_t,T_t,dK_Pi_prime,dK_Pi_prime_pct,PDI_t,PGR_t,Gate_C1,Gate_C2,Gate_C3,Speculative_Regime
2019-11-30,2759322000,-29758000,-0.0107845333020212,7.590000152587891,126566000.0,960635959.31,289728810.0,0,-0.0107845333020212,,0.0,0.0,0.0,2759322000.0,-2088414850.69,-0.6518579711574075,0.0,0.0,0.105,-0.7568579711574075,-1194403067.69,-0.0,inf,-894011783.0,-0.7485009099390854,0.0,0.014662907569075623,False,False,True,False
2020-02-29,3106822000,-81206000,-0.0261379634880916,6.460000038146973,126961000.0,820168064.84,326216310.0,0,-0.0261379634880916,,0.0,0.0,0.0,3106822000.0,-2612870245.16,-0.7360106034912847,0.0,0.0,0.105,-0.8410106034912846,-2088414850.69,-0.0,inf,-524455394.4699998,-0.25112606065635035,0.0,0.1259367337338666,False,False,True,False
2020-05-31,1307447000,-460929000,-0.3525412502380594,18.3700008392334,126553000.0,2324778716.21,137281935.0,0,-0.3525412502380594,,0.0,0.0,0.0,1307447000.0,880049781.21,0.7781055111297055,0.0,0.0,0.105,0.6731055111297055,-2612870245.16,-0.0,inf,3492920026.37,1.3368134268589025,0.0,-0.5791690029232444,False,True,True,False
2020-08-31,2687968000,270543000,0.1006496357099489,87.5,126034000.0,11027975000.0,282236640.0,0,0.1006496357099489,,270542999.99999994,0.0,270542999.99999994,2417425000.0,8057770360.0,3.5618685171204896,0.11191370983587906,0.0,0.1167509395327673,3.3332038677518434,880049781.21,0.30741783678194246,3.252901687384261,7177720578.79,8.156039274188776,0.03632296267957138,0.8489659619089722,True,True,True,True
2020-11-30,2618472000,-122849000,-0.0469162931663962,67.48999786376953,126008000.0,8504279650.82,274939560.0,0,-0.0469162931663962,,0.0,0.0,0.0,2618472000.0,5610868090.82,2.2478024018664318,0.0,0.0,0.105,2.142802401866432,8057770360.0,0.0,inf,-2446902269.1800003,-0.3036698937620258,0.0,0.08316576522539476,True,True,True,True
2021-05-31,1953812000,-71872000,-0.0367855249123252,85.43000030517578,106633000.0,9109657222.54,205150260.0,0,-0.0367855249123252,,0.0,0.0,0.0,1953812000.0,6950694962.540001,3.6625044899611634,0.0,0.0,0.105,3.5575044899611634,5610868090.82,0.0,inf,1339826871.7200012,0.23879136882795482,0.0,-0.2538350610585105,True,True,True,True
2021-08-31,1984696000,-84114000,-0.0423813017207673,72.1500015258789,104514000.0,7540685259.48,208393080.0,0,-0.0423813017207673,,0.0,0.0,0.0,1984696000.0,5347596179.48,2.7994157591288538,0.0,0.0,0.105,2.694415759128854,6950694962.540001,0.0,inf,-1603098783.0600014,-0.23063863278416394,0.0,0.01580704796572041,True,True,True,True
2021-11-30,1877874000,-86111000,-0.0458555792348155,89.26000213623047,101060000.0,9020615815.89,197176770.0,0,-0.0458555792348155,,0.0,0.0,0.0,1877874000.0,6945565045.889999,3.8036320945334987,0.0,0.0,0.105,3.6986320945334987,5347596179.48,0.0,inf,1597968866.4099998,0.2988200329227901,0.0,-0.053822852467078075,True,True,True,True
2022-05-31,1463418000,-339158000,-0.2317574336245693,30.989999771118164,79845800.0,2474421323.72,153658890.0,0,-0.2317574336245693,,0.0,0.0,0.0,1463418000.0,857344433.7199998,0.6908506822520973,0.0,0.0,0.105,0.5858506822520974,6945565045.889999,0.0,inf,-6088220612.17,-0.8765623202640183,0.0,-0.22070490352387861,False,True,True,False
2022-08-31,1437018000,-346202000,-0.2409169544153239,26.100000381469727,79957600.0,2086893390.5,150886890.0,0,-0.2409169544153239,,0.0,0.0,0.0,1437018000.0,498988500.5,0.4522388658318824,0.0,0.0,0.105,0.3472388658318824,857344433.7199998,0.0,inf,-358355933.2199998,-0.4179836237637898,0.0,-0.018039958508095477,False,True,True,False
2022-11-30,1259112000,-450933000,-0.3581357337552179,26.6200008392334,117300000.0,3122526098.44,132206760.0,0,-0.3581357337552179,,0.0,0.0,0.0,1259112000.0,1731207338.44,1.4799430856349556,0.0,0.0,0.105,1.3749430856349554,498988500.5,0.0,inf,1232218837.94,2.469433337051422,0.0,-0.12380220707047507,True,True,True,True
